"","age","gender","white","nrsk1","nrsk2","nrsk3","nrsk4","nben1","nben2","nben3","nben4","rskben","plantSite","plantNew","morePlants","college","grad","ideology","democrat","republican","con","liberal","year"
"265",NA,0,1,3,3,NA,3,NA,5,9,NA,5,5,1,3,0,0,NA,1,0,NA,NA,2006
"266",52,0,0,10,10,0,0,0,10,10,10,1,7,7,7,0,0,4,1,0,0,0,2006
"267",21,0,1,7,8,7,6,7,5,7,6,5,5,5,5,0,0,2,0,1,0,1,2006
"268",73,0,1,10,10,10,10,8,9,8,8,5,5,5,5,1,0,4,1,0,0,0,2006
"269",38,0,1,10,10,9,10,7,6,6,6,4,3,3,3,1,0,5,0,1,1,0,2006
"270",66,1,1,2,2,3,2,8,8,8,8,5,6,5,5.5,0,0,7,0,1,1,0,2006
"271",75,0,1,2,4,5,10,7,8,10,5,7,5,7,6,1,0,7,0,1,1,0,2006
"272",50,0,1,7,7,10,7,7,8,7,8,5,4,6,5,0,0,7,NA,NA,1,0,2006
"273",45,0,0,10,10,10,10,10,10,10,10,5,7,1,4,0,0,6,0,1,1,0,2006
"274",68,1,1,1,1,4,2,9,10,10,5,7,7,7,7,1,0,6,0,1,1,0,2006
"275",72,1,1,9,9,9,9,6,7,8,8,5,2,7,4.5,0,0,6,1,0,1,0,2006
"276",43,1,1,2,2,5,5,10,10,8,8,5,6,4,5,1,1,5,NA,NA,1,0,2006
"277",61,0,1,4,4,6,3,8,8,8,8,6,7,7,7,0,0,7,0,1,1,0,2006
"278",49,0,1,6,8,9,5,8,8,8,8,5,6,6,6,1,0,6,0,0,1,0,2006
"279",60,0,0,10,10,10,10,5,10,10,6,5,2,2,2,0,0,2,1,0,0,1,2006
"280",45,0,0,9,8,10,10,8,8,9,8,5,5,4,4.5,1,0,5,1,0,1,0,2006
"281",28,1,1,9,9,7,10,2,2,2,1,1,1,1,1,0,0,NA,0,0,NA,NA,2006
"282",35,1,1,5,5,4,2,7,3,10,8,5,6,4,5,1,0,6,0,1,1,0,2006
"283",70,0,1,3,3,3,3,5,5,5,5,3,3,3,3,1,0,5,0,1,1,0,2006
"284",40,0,1,10,9,9,10,0,3,5,0,1,2,1,1.5,0,0,3,1,0,0,1,2006
"285",58,0,1,10,8,10,8,6,6,8,7,4,5,5,5,0,0,5,0,1,1,0,2006
"286",44,1,1,3,3,3,1,7,8,8,8,5,4,3,3.5,1,0,4,NA,NA,0,0,2006
"287",36,1,1,9,9,10,6,5,6,8,4,6,3,3,3,0,0,5,1,0,1,0,2006
"288",38,1,1,10,10,10,5,5,5,5,5,4,4,1,2.5,0,0,4,1,0,0,0,2006
"289",61,1,1,8,3,8,2,4,3,7,4,2,3,1,2,1,1,NA,0,0,NA,NA,2006
"290",53,0,1,10,10,10,10,10,10,10,10,7,5,1,3,0,0,7,1,0,1,0,2006
"291",52,0,1,9,9,7,3,5,4,4,4,2,2,1,1.5,0,0,3,1,0,0,1,2006
"292",56,1,1,8,6,8,8,8,7,8,7,5,1,1,1,0,0,5,0,1,1,0,2006
"293",79,0,1,5,5,8,5,8,8,8,8,4,6,6,6,1,0,4,1,0,0,0,2006
"294",51,0,1,0,0,5,0,10,10,10,10,7,7,7,7,1,0,4,0,1,0,0,2006
"295",58,0,1,10,10,10,6,10,5,7,7,NA,5,4,4.5,0,0,7,0,1,1,0,2006
"296",60,0,0,10,8,10,10,9,10,9,8,5,6,2,4,0,0,5,1,0,1,0,2006
"297",60,0,1,7,7,6,4,8,7,4,5,4,6,4,5,1,0,6,0,1,1,0,2006
"298",55,1,0,4,3,3,6,7,7,8,5,7,4,7,5.5,1,0,4,0,0,0,0,2006
"299",42,0,1,10,10,6,10,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2006
"300",44,0,1,8,9,5,10,3,3,3,3,1,1,1,1,1,1,6,0,0,1,0,2006
"301",60,1,1,1,2,4,0,10,8,10,7,5,4,7,5.5,1,0,3,0,1,0,1,2006
"302",39,0,1,1,6,9,1,9,9,9,9,6,6,7,6.5,0,0,5,0,1,1,0,2006
"303",60,0,1,4,7,6,7,6,7,5,6,2,3,3,3,0,0,1,1,0,0,1,2006
"304",59,1,0,10,10,10,10,3,4,7,3,5,2,2,2,0,0,7,0,1,1,0,2006
"305",48,0,1,10,10,10,10,8,8,10,10,7,1,1,1,0,0,4,1,0,0,0,2006
"306",39,0,0,10,10,10,10,8,8,8,8,5,7,7,7,0,0,7,1,0,1,0,2006
"307",52,0,1,7,5,7,5,9,7,7,9,4,5,5,5,1,0,6,0,1,1,0,2006
"308",76,0,1,8,7,8,7,8,9,8,8,4,6,6,6,0,0,4,1,0,0,0,2006
"309",27,0,1,10,10,10,10,5,9,9,9,4,5,4,4.5,0,0,7,1,0,1,0,2006
"310",68,0,1,10,10,10,10,NA,NA,NA,NA,1,4,1,2.5,0,0,4,0,1,0,0,2006
"311",83,0,1,5,3,10,8,8,10,10,10,4,7,1,4,0,0,4,0,1,0,0,2006
"312",53,1,1,7,4,10,8,10,9,7,10,4,4,2,3,1,0,1,1,0,0,1,2006
"313",61,0,1,1,2,3,3,4,5,4,6,3,1,1,1,0,0,NA,0,1,NA,NA,2006
"314",22,1,1,10,9,10,9,7,8,7,10,5,5,3,4,0,0,5,NA,NA,1,0,2006
"315",48,0,1,4,4,6,2,10,10,10,10,7,7,7,7,1,1,4,0,1,0,0,2006
"316",62,0,1,4,5,6,3,3,7,6,4,7,7,5,6,0,0,3,0,1,0,1,2006
"317",29,1,1,5,5,0,5,10,7,10,10,7,5,7,6,0,0,2,NA,NA,0,1,2006
"318",68,0,1,10,10,10,10,2,2,2,2,1,1,1,1,0,0,1,1,0,0,1,2006
"319",45,0,1,7,7,10,7,5,8,8,8,1,1,1,1,1,0,6,NA,NA,1,0,2006
"320",55,0,1,7,7,6,5,10,7,10,10,3,4,2,3,1,0,2,1,0,0,1,2006
"321",30,0,1,10,10,10,10,5,5,4,6,3,3,5,4,0,0,7,NA,NA,1,0,2006
"322",22,0,1,10,9,10,10,8,7,6,7,2,4,1,2.5,1,0,1,1,0,0,1,2006
"323",67,1,1,3,4,6,5,10,7,6,10,5,4,5,4.5,1,0,6,0,1,1,0,2006
"324",58,0,1,10,10,10,10,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,2006
"325",45,1,1,7,7,7,7,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,2006
"326",53,1,1,1,2,4,1,8,8,10,9,6,5,5,5,0,0,3,1,0,0,1,2006
"327",38,1,1,3,3,3,4,8,7,8,8,3,7,7,7,1,1,2,1,0,0,1,2006
"328",39,0,1,8,8,9,NA,NA,NA,NA,NA,2,1,1,1,1,0,5,1,0,1,0,2006
"329",72,1,0,5,5,5,NA,5,8,5,7,5,5,5,5,0,0,4,1,0,0,0,2006
"330",54,1,NA,0,2,5,2,10,10,10,10,7,7,7,7,1,1,7,0,1,1,0,2006
"331",43,1,1,8,9,7,7,2,2,2,2,6,6,7,6.5,0,0,4,NA,NA,0,0,2006
"332",42,0,1,5,6,10,9,3,4,7,8,4,2,1,1.5,0,0,5,0,1,1,0,2006
"333",41,NA,1,3,2,7,1,2,10,10,7,7,6,6,6,0,0,7,NA,NA,1,0,2006
"334",45,1,1,2,4,7,3,9,9,9,9,6,5,5,5,0,0,4,NA,NA,0,0,2006
"335",32,0,0,10,10,10,9,8,10,8,10,6,7,7,7,0,0,4,1,0,0,0,2006
"336",54,0,1,7,7,7,7,10,10,10,10,5,7,7,7,0,0,7,1,0,1,0,2006
"337",50,1,NA,6,7,4,6,4,5,5,5,3,3,3,3,1,1,4,NA,NA,0,0,2006
"338",42,1,0,6,8,6,6,8,7,7,7,4,3,3,3,1,1,4,0,0,0,0,2006
"339",68,1,1,7,7,5,4,8,7,5,6,6,3,1,2,1,0,4,1,0,0,0,2006
"340",47,1,1,3,5,6,7,10,10,10,10,4,1,1,1,0,0,6,0,1,1,0,2006
"341",63,0,1,2,2,2,0,10,10,10,10,7,7,7,7,1,1,5,0,1,1,0,2006
"342",66,0,1,9,8,7,8,9,8,9,4,4,4,2,3,0,0,6,0,1,1,0,2006
"343",49,0,1,10,10,10,10,10,10,10,10,1,1,1,1,0,0,5,0,1,1,0,2006
"344",36,0,1,5,3,8,NA,5,5,5,8,4,5,5,5,0,0,4,NA,NA,0,0,2006
"345",40,0,1,5,6,5,6,6,5,6,4,5,5,4,4.5,0,0,4,0,1,0,0,2006
"346",28,1,0,8,7,8,8,8,5,6,4,1,1,1,1,1,0,2,0,0,0,1,2006
"347",59,1,1,4,6,7,5,8,7,8,8,6,6,6,6,1,1,1,1,0,0,1,2006
"348",53,0,0,10,5,10,7,10,10,8,10,6,1,7,4,0,0,1,1,0,0,1,2006
"349",48,0,1,7,9,9,8,10,9,9,8,4,5,4,4.5,1,0,3,1,0,0,1,2006
"350",46,0,1,7,7,8,7,10,7,10,8,4,7,7,7,0,0,2,1,0,0,1,2006
"351",58,0,0,8,7,10,10,4,7,5,5,6,2,1,1.5,1,0,3,1,0,0,1,2006
"352",77,0,1,10,10,10,10,5,8,8,8,5,5,5,5,1,0,6,0,1,1,0,2006
"353",32,0,1,9,10,10,5,5,10,5,1,6,1,1,1,1,1,3,1,0,0,1,2006
"354",47,1,NA,3,3,1,1,10,10,10,10,7,7,7,7,0,0,5,1,0,1,0,2006
"355",61,1,1,2,1,1,1,10,10,10,10,7,7,7,7,0,0,4,1,0,0,0,2006
"356",37,1,1,4,5,0,2,8,8,9,7,7,7,7,7,0,0,4,1,0,0,0,2006
"357",46,1,1,6,7,4,3,10,6,8,NA,2,1,1,1,0,0,4,NA,NA,0,0,2006
"358",56,0,1,7,4,5,3,10,10,8,8,6,6,7,6.5,1,1,3,1,0,0,1,2006
"359",68,1,1,2,2,3,1,10,7,8,8,6,7,7,7,0,0,7,0,1,1,0,2006
"360",76,0,1,7,8,8,7,7,8,8,7,5,7,3,5,0,0,3,0,1,0,1,2006
"361",55,1,1,10,10,10,10,0,1,6,10,1,1,1,1,1,0,7,1,0,1,0,2006
"362",NA,0,1,5,5,8,NA,10,10,10,10,4,4,6,5,0,0,5,0,0,1,0,2006
"363",40,1,1,5,5,10,5,10,10,10,10,7,1,1,1,0,0,2,0,1,0,1,2006
"364",40,0,1,8,8,8,10,7,8,8,8,6,6,4,5,1,0,4,1,0,0,0,2006
"365",73,0,1,5,5,10,0,5,5,5,10,4,5,1,3,0,0,6,0,1,1,0,2006
"366",59,1,1,1,1,3,1,10,10,10,6,7,7,7,7,1,0,7,0,1,1,0,2006
"367",63,1,1,7,8,9,6,4,5,7,7,4,6,6,6,1,0,5,NA,NA,1,0,2006
"368",30,0,1,3,3,7,1,6,6,5,3,3,4,2,3,1,0,5,NA,NA,1,0,2006
"369",49,0,0,10,10,1,10,7,7,3,7,5,2,2,2,0,0,6,1,0,1,0,2006
"370",50,1,1,3,2,2,5,6,7,5,6,4,5,4,4.5,1,1,4,NA,NA,0,0,2006
"371",31,0,NA,5,5,5,5,9,9,5,7,4,6,6,6,1,1,2,NA,NA,0,1,2006
"372",45,0,1,9,10,9,7,6,5,3,3,1,3,1,2,0,0,2,1,0,0,1,2006
"373",67,0,1,7,7,7,6,7,7,8,8,6,5,5,5,0,0,4,0,0,0,0,2006
"374",68,0,1,8,8,8,5,6,6,6,8,4,1,1,1,0,0,6,0,1,1,0,2006
"375",27,0,0,10,8,9,6,6,6,6,6,4,1,2,1.5,1,1,2,NA,NA,0,1,2006
"376",59,0,0,5,5,10,5,3,3,5,3,4,1,1,1,0,0,6,NA,NA,1,0,2006
"377",58,1,1,1,8,5,1,10,10,10,10,4,7,7,7,1,1,7,0,1,1,0,2006
"378",48,1,0,10,10,10,10,10,10,10,10,4,4,3,3.5,0,0,6,NA,NA,1,0,2006
"379",46,0,1,10,10,10,8,5,7,5,5,2,1,2,1.5,0,0,6,0,1,1,0,2006
"380",73,1,1,4,2,4,4,8,8,8,8,6,6,6,6,0,0,6,0,1,1,0,2006
"381",82,0,1,8,10,8,8,8,8,10,7,4,4,4,4,0,0,6,NA,NA,1,0,2006
"382",32,1,NA,10,10,10,3,4,7,5,7,4,4,1,2.5,1,0,5,NA,NA,1,0,2006
"383",68,1,1,2,2,2,5,8,8,8,8,6,7,7,7,1,1,7,0,1,1,0,2006
"384",47,0,1,8,8,5,8,7,8,5,7,4,5,3,4,1,0,4,NA,NA,0,0,2006
"385",62,0,1,2,2,1,0,9,9,9,9,7,NA,7,NA,1,1,3,1,0,0,1,2006
"386",18,0,0,6,7,9,8,5,8,6,7,5,6,6,6,0,0,6,NA,NA,1,0,2006
"387",53,1,1,1,1,4,7,10,10,9,9,6,7,7,7,1,1,6,0,1,1,0,2006
"388",72,0,1,10,10,10,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2006
"389",46,0,1,10,10,10,10,5,8,10,8,4,7,7,7,1,0,4,0,1,0,0,2006
"390",57,0,1,3,5,7,3,6,6,7,7,5,6,6,6,0,0,6,0,1,1,0,2006
"391",72,0,1,6,6,8,8,8,10,8,8,4,3,3,3,0,0,6,0,1,1,0,2006
"392",40,0,1,7,8,10,7,8,9,8,10,4,3,3,3,1,1,5,NA,NA,1,0,2006
"393",42,1,1,7,8,8,7,8,8,9,9,6,6,5,5.5,0,0,6,0,1,1,0,2006
"394",47,0,0,8,8,8,8,5,6,5,6,6,3,3,3,0,0,6,1,0,1,0,2006
"395",75,1,1,9,8,6,9,8,7,7,8,6,7,3,5,0,0,6,0,1,1,0,2006
"396",22,1,0,10,8,10,0,8,10,10,10,4,7,7,7,0,0,6,1,0,1,0,2006
"397",70,1,1,9,5,5,2,8,10,7,5,5,4,4,4,0,0,6,NA,NA,1,0,2006
"398",78,1,0,10,10,10,10,10,10,10,7,4,4,7,5.5,0,0,6,1,0,1,0,2006
"399",44,1,1,1,1,3,5,7,8,8,6,2,5,5,5,0,0,3,NA,NA,0,1,2006
"400",51,0,NA,10,10,10,10,0,0,NA,0,7,1,1,1,1,0,NA,NA,NA,NA,NA,2006
"401",41,0,1,3,3,6,6,7,7,8,8,5,6,3,4.5,1,1,4,NA,NA,0,0,2006
"402",35,1,1,4,4,7,4,9,10,9,8,7,7,6,6.5,0,0,7,0,1,1,0,2006
"403",29,0,1,4,2,9,2,3,4,6,7,4,3,1,2,0,0,5,0,1,1,0,2006
"404",52,1,1,5,5,4,2,10,10,10,10,7,7,5,6,0,0,4,0,0,0,0,2006
"405",NA,1,1,7,7,10,7,7,7,8,5,5,4,2,3,0,0,5,NA,NA,1,0,2006
"406",69,0,1,5,10,5,5,7,8,7,9,5,5,5,5,1,0,4,1,0,0,0,2006
"407",23,0,0,10,10,10,2,NA,2,NA,2,1,1,1,1,0,0,6,NA,NA,1,0,2006
"408",75,1,1,7,4,6,4,8,8,7,7,4,6,6,6,1,0,4,1,0,0,0,2006
"409",70,1,1,3,3,6,5,10,10,10,10,7,7,7,7,0,0,5,0,1,1,0,2006
"410",25,0,1,10,10,10,10,5,5,5,5,7,1,1,1,0,0,6,NA,NA,1,0,2006
"411",56,0,1,1,1,5,2,8,8,9,9,6,6,6,6,0,0,5,0,1,1,0,2006
"412",88,0,1,10,10,10,10,10,10,10,10,4,1,7,4,0,0,4,1,0,0,0,2006
"413",72,0,1,3,5,6,6,5,7,9,7,4,7,4,5.5,1,0,3,1,0,0,1,2006
"414",55,0,1,10,10,10,5,7,7,7,7,4,7,1,4,0,0,4,1,0,0,0,2006
"415",33,0,1,8,7,9,5,8,7,8,8,5,4,3,3.5,1,1,6,0,1,1,0,2006
"416",40,0,0,7,7,9,9,9,10,10,9,5,7,7,7,0,0,7,1,0,1,0,2006
"417",84,1,1,5,5,3,3,5,6,4,5,4,6,5,5.5,1,0,5,0,1,1,0,2006
"418",72,0,1,7,8,7,NA,NA,NA,NA,NA,2,1,1,1,1,0,4,0,0,0,0,2006
"419",45,1,1,5,4,5,3,2,7,3,2,3,2,1,1.5,0,0,6,0,0,1,0,2006
"420",70,0,1,8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,NA,NA,1,0,2006
"421",41,1,1,7,8,10,5,8,8,8,8,2,5,2,3.5,0,0,NA,NA,NA,NA,NA,2006
"422",57,1,1,8,10,10,2,10,1,8,5,1,1,1,1,0,0,5,1,0,1,0,2006
"423",36,1,1,2,1,9,1,8,7,8,7,5,6,4,5,1,1,4,NA,NA,0,0,2006
"424",49,1,1,8,9,7,8,5,5,10,5,2,4,3,3.5,0,0,1,1,0,0,1,2006
"425",31,1,0,7,5,7,8,10,10,10,10,6,6,6,6,1,1,4,1,0,0,0,2006
"426",25,0,1,10,8,10,8,6,7,6,4,3,4,2,3,0,0,6,1,0,1,0,2006
"427",65,0,1,6,3,8,9,8,8,7,8,6,5,6,5.5,0,0,3,1,0,0,1,2006
"428",30,1,NA,10,0,10,10,10,10,10,10,7,7,7,7,NA,NA,7,0,0,1,0,2006
"429",61,0,1,4,8,8,5,2,3,0,10,4,7,3,5,0,0,6,0,1,1,0,2006
"430",58,0,1,5,8,6,5,6,7,7,7,5,6,5,5.5,0,0,5,1,0,1,0,2006
"431",56,1,1,6,5,8,7,0,5,5,7,5,7,6,6.5,0,0,4,1,0,0,0,2006
"432",36,1,0,5,7,6,8,5,5,5,5,2,4,3,3.5,0,0,4,1,0,0,0,2006
"433",27,0,1,8,8,9,8,6,7,6,6,5,4,3,3.5,0,0,4,0,1,0,0,2006
"434",47,0,1,5,5,5,10,5,9,9,9,5,5,5,5,0,0,5,0,1,1,0,2006
"435",25,1,0,2,3,5,2,8,7,5,5,5,7,3,5,1,1,3,NA,NA,0,1,2006
"436",42,1,1,8,10,6,6,8,8,8,5,4,1,1,1,0,0,6,0,1,1,0,2006
"437",81,0,1,9,8,9,8,7,6,6,7,4,4,6,5,0,0,2,0,0,0,1,2006
"438",46,0,1,8,8,10,6,5,5,5,5,2,1,1,1,1,1,2,0,0,0,1,2006
"439",28,0,1,8,7,10,8,6,6,6,6,5,4,4,4,1,0,6,0,1,1,0,2006
"440",85,0,1,5,7,10,6,8,8,8,4,7,6,5,5.5,0,0,4,1,0,0,0,2006
"441",77,0,1,10,8,10,8,10,8,10,6,4,4,4,4,0,0,4,0,1,0,0,2006
"442",63,0,1,5,5,4,2,8,4,3,4,2,1,1,1,1,1,1,1,0,0,1,2006
"443",47,1,1,0,1,0,0,10,9,10,5,6,7,7,7,0,0,4,1,0,0,0,2006
"444",32,0,1,7,10,10,5,5,5,5,2,2,3,2,2.5,1,0,5,0,1,1,0,2006
"445",62,0,1,10,10,10,10,10,10,10,5,1,3,3,3,0,0,5,0,1,1,0,2006
"446",64,1,1,2,3,6,3,9,9,9,8,6,5,6,5.5,0,0,3,1,0,0,1,2006
"447",70,1,0,10,10,10,10,10,5,5,10,2,1,1,1,0,0,1,1,0,0,1,2006
"448",49,0,1,5,5,5,4,8,8,10,9,6,3,3,3,0,0,3,1,0,0,1,2006
"449",51,1,1,9,9,7,9,7,7,7,7,3,3,2,2.5,1,0,3,1,0,0,1,2006
"450",76,0,1,3,3,3,2,2,7,4,4,5,5,5,5,0,0,7,0,1,1,0,2006
"451",71,0,1,5,5,5,0,7,8,8,6,7,7,7,7,0,0,4,0,0,0,0,2006
"452",53,0,1,2,4,5,8,5,6,5,6,4,6,6,6,1,0,6,0,1,1,0,2006
"453",80,0,1,10,5,5,5,5,9,9,9,3,4,1,2.5,1,1,1,1,0,0,1,2006
"454",45,1,1,5,7,7,10,7,10,10,10,4,4,4,4,1,1,4,1,0,0,0,2006
"455",51,0,1,10,10,10,8,10,9,10,10,6,5,5,5,0,0,4,0,1,0,0,2006
"456",34,1,1,8,8,9,2,8,7,8,8,5,4,5,4.5,1,0,4,0,1,0,0,2006
"457",50,0,0,10,10,10,10,0,10,0,10,4,1,1,1,0,0,7,1,0,1,0,2006
"458",30,0,1,10,10,10,10,0,0,0,0,4,1,1,1,0,0,7,1,0,1,0,2006
"459",63,1,NA,10,10,1,0,0,0,0,2,7,4,2,3,0,0,NA,0,0,NA,NA,2006
"460",34,0,1,10,8,10,7,9,10,10,9,7,7,7,7,0,0,7,0,1,1,0,2006
"461",83,1,1,2,3,4,10,10,9,8,9,2,2,7,4.5,NA,NA,3,1,0,0,1,2006
"462",42,0,1,9,8,4,2,10,10,10,10,6,7,5,6,0,0,1,NA,NA,0,1,2006
"463",22,0,0,6,8,6,7,6,8,4,6,7,2,1,1.5,0,0,4,0,1,0,0,2006
"464",24,1,1,5,2,2,5,2,2,2,2,6,5,5,5,0,0,5,0,1,1,0,2006
"465",55,1,1,2,1,1,1,5,0,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,2006
"466",22,1,1,10,10,10,10,6,10,5,10,5,7,7,7,1,0,5,0,1,1,0,2006
"467",28,0,1,10,10,8,2,3,2,2,2,1,1,1,1,1,0,2,0,0,0,1,2006
"468",42,0,1,5,5,5,9,6,6,6,5,5,5,3,4,1,0,5,0,1,1,0,2006
"469",38,0,1,10,10,10,10,6,10,10,8,6,4,2,3,0,0,5,NA,NA,1,0,2006
"470",46,1,1,0,2,5,NA,10,10,10,10,7,7,7,7,1,0,6,0,1,1,0,2006
"471",27,1,0,0,10,9,4,10,10,10,10,7,6,7,6.5,1,1,4,1,0,0,0,2006
"472",47,0,1,5,5,10,10,9,9,8,10,6,4,5,4.5,1,1,2,1,0,0,1,2006
"473",55,0,1,10,10,10,10,10,10,10,10,5,5,4,4.5,0,0,3,1,0,0,1,2006
"474",58,0,NA,8,8,7,9,3,6,3,3,3,2,1,1.5,1,1,2,0,0,0,1,2006
"475",71,1,1,4,4,4,5,9,9,9,9,5,6,6,6,1,0,6,1,0,1,0,2006
"476",22,0,0,10,5,8,6,7,7,4,4,4,7,5,6,1,0,7,0,0,1,0,2006
"477",21,0,1,8,8,8,7,7,6,6,6,5,4,4,4,0,0,5,0,1,1,0,2006
"478",70,1,1,1,1,2,1,5,8,10,8,7,7,7,7,1,1,6,0,1,1,0,2006
"479",64,0,1,4,9,9,6,8,8,10,8,4,5,2,3.5,0,0,6,0,1,1,0,2006
"480",44,0,1,3,6,7,5,3,7,5,4,4,5,2,3.5,0,0,2,0,0,0,1,2006
"481",43,0,1,9,9,9,5,9,10,8,8,5,3,5,4,0,0,4,NA,NA,0,0,2006
"482",NA,0,1,8,9,8,10,10,10,10,1,7,7,7,7,0,0,7,0,0,1,0,2006
"483",55,1,1,5,7,5,8,7,8,8,6,4,5,4,4.5,0,0,5,NA,NA,1,0,2006
"484",81,1,1,4,5,5,4,9,9,10,10,7,7,7,7,1,1,3,1,0,0,1,2006
"485",57,1,1,10,10,10,10,10,10,10,10,7,7,7,7,0,0,2,NA,NA,0,1,2006
"486",58,1,1,8,8,10,5,6,8,8,8,5,5,5,5,0,0,5,0,1,1,0,2006
"487",28,1,0,10,10,10,10,8,8,8,8,2,1,1,1,1,1,7,NA,NA,1,0,2006
"488",54,0,1,8,8,9,9,7,5,7,5,5,7,7,7,0,0,4,0,1,0,0,2006
"489",48,0,1,4,4,5,8,9,9,8,8,7,6,6,6,1,1,3,1,0,0,1,2006
"490",32,1,1,1,2,2,0,10,10,7,10,2,7,7,7,0,0,4,0,1,0,0,2006
"491",41,0,1,6,9,9,9,3,8,7,3,2,3,1,2,1,1,2,1,0,0,1,2006
"492",57,0,1,3,NA,5,3,5,5,5,5,4,5,4,4.5,1,0,1,1,0,0,1,2006
"493",55,1,1,3,3,4,5,9,9,9,9,6,6,5,5.5,1,1,5,0,1,1,0,2006
"494",32,0,0,10,10,10,9,8,9,9,9,1,2,2,2,1,0,5,0,0,1,0,2006
"495",75,1,1,4,3,6,6,4,6,7,4,5,4,5,4.5,1,1,5,0,0,1,0,2006
"496",45,0,1,4,4,4,4,3,3,4,5,2,2,2,2,1,0,1,1,0,0,1,2006
"497",47,0,1,2,3,2,1,8,10,8,8,5,5,5,5,1,0,4,1,0,0,0,2006
"498",80,0,1,9,8,9,5,NA,NA,NA,7,5,NA,4,NA,0,0,7,0,1,1,0,2006
"499",65,0,1,6,6,7,4,9,7,8,8,5,5,3,4,0,0,5,0,1,1,0,2006
"500",41,1,0,0,5,10,0,4,0,6,7,5,3,1,2,0,0,6,NA,NA,1,0,2006
"501",80,0,1,3,3,5,6,9,5,9,7,6,6,6,6,1,0,5,NA,NA,1,0,2006
"502",38,0,0,10,10,6,10,1,10,10,10,3,1,1,1,0,0,6,0,1,1,0,2006
"503",42,1,1,5,2,10,10,6,5,10,7,2,1,3,2,1,0,3,1,0,0,1,2006
"504",63,0,1,4,4,6,7,7,6,6,6,6,2,4,3,0,0,2,0,0,0,1,2006
"505",77,1,1,5,5,5,5,10,10,10,10,7,7,7,7,0,0,7,0,0,1,0,2006
"506",52,0,1,5,NA,7,10,NA,10,10,8,7,7,7,7,0,0,2,1,0,0,1,2006
"507",59,0,1,9,8,8,5,10,10,8,10,5,2,2,2,0,0,3,1,0,0,1,2006
"508",34,1,1,4,3,3,5,7,8,7,6,3,3,3,3,0,0,5,0,1,1,0,2006
"509",61,0,1,2,2,4,3,10,10,10,10,3,4,3,3.5,1,0,3,1,0,0,1,2006
"510",43,0,1,10,10,10,10,0,0,0,0,1,1,1,1,1,0,5,0,1,1,0,2006
"511",51,0,1,10,5,8,7,5,3,4,4,4,2,1,1.5,1,1,4,1,0,0,0,2006
"512",43,0,1,4,3,2,5,8,9,8,9,6,6,5,5.5,0,0,6,NA,NA,1,0,2006
"513",46,0,1,3,3,8,8,3,8,8,5,5,6,6,6,0,0,7,0,1,1,0,2006
"514",27,0,1,3,3,5,4,6,7,6,7,5,4,4,4,1,0,5,0,1,1,0,2006
"515",36,1,1,6,4,8,4,6,8,8,8,5,4,4,4,1,0,6,0,1,1,0,2006
"516",29,1,1,5,6,7,8,8,8,8,4,4,4,4,4,0,0,5,0,1,1,0,2006
"517",55,0,1,6,6,7,5,7,7,6,6,3,4,4,4,1,0,3,0,0,0,1,2006
"518",55,1,0,3,4,3,2,10,10,10,10,7,7,7,7,1,1,2,1,0,0,1,2006
"519",55,1,1,4,2,2,2,10,9,9,9,4,3,3,3,1,0,5,0,0,1,0,2006
"520",59,1,1,3,6,4,6,5,3,2,3,2,1,1,1,1,1,1,0,0,0,1,2006
"521",37,0,1,4,10,4,7,NA,10,10,0,1,1,1,1,1,0,2,1,0,0,1,2006
"522",50,1,1,7,5,3,8,4,5,5,5,4,7,1,4,0,0,4,1,0,0,0,2006
"523",58,1,1,3,7,7,3,8,8,8,8,4,6,6,6,1,0,5,0,1,1,0,2006
"524",68,1,1,0,0,0,0,10,10,10,10,7,7,7,7,1,0,7,0,0,1,0,2006
"525",18,1,1,5,7,7,10,0,5,10,10,7,1,1,1,0,0,7,NA,NA,1,0,2006
"526",34,0,1,6,6,7,7,6,7,7,5,5,5,3,4,1,1,3,1,0,0,1,2006
"527",47,0,1,7,7,8,6,6,6,7,7,4,4,4,4,0,0,4,NA,NA,0,0,2006
"528",46,0,1,6,7,8,1,9,9,9,10,6,6,6,6,0,0,2,1,0,0,1,2006
"529",66,0,1,7,6,6,2,8,5,9,9,4,3,4,3.5,0,0,4,0,1,0,0,2006
"530",31,0,1,3,5,4,2,6,5,4,5,5,5,2,3.5,1,1,5,0,1,1,0,2006
"531",34,1,1,6,6,6,2,8,8,8,8,4,5,2,3.5,0,0,4,0,1,0,0,2006
"532",49,0,1,7,3,10,3,5,6,6,7,5,5,1,3,0,0,5,NA,NA,1,0,2006
"533",29,1,1,2,3,2,3,7,6,9,8,1,1,1,1,0,0,7,NA,NA,1,0,2006
"534",69,1,1,1,4,3,2,10,7,9,9,7,7,7,7,1,1,3,1,0,0,1,2006
"535",30,0,1,7,7,10,8,5,7,7,7,5,5,4,4.5,0,0,1,0,0,0,1,2006
